txn_date,bank,type,total,success
2026-05-10,FIRST HORIZON BANK,subscription_trans,1,0
2026-05-10,FIRST HORIZON BANK,token_trans,1,1
2026-05-10,FIRST NATIONAL BANK,subscription_trans,2,1
2026-05-10,FIRST NATIONAL BANK & TRUST COMPANY,token_trans,1,1
2026-05-10,FIRST NATIONAL BANK OF GILMER,token_trans,1,1
2026-05-10,FIRST NATIONAL BANK OF OMAHA,subscription_trans,3,2
2026-05-10,FIRST NATIONAL BANK OF OMAHA,token_trans,10,6
2026-05-10,FIRST NATIONAL BANK TEXAS,first_trans,1,0
2026-05-10,FIRST NATIONAL BANK TEXAS,token_trans,6,6
2026-05-10,FIRST PREMIER BANK,token_trans,1,1
2026-05-10,FIRST SECURITY BANK,token_trans,1,1
2026-05-10,FIRST STATE BANK AND TRUST COMPANY,subscription_trans,1,0
2026-05-10,FIRST-CITIZENS BANK & TRUST COMPANY,first_trans,1,1
2026-05-10,FIRST-CITIZENS BANK & TRUST COMPANY,subscription_trans,2,2
2026-05-10,FIRSTBANK,token_trans,6,6
2026-05-10,"FISERV SOLUTIONS, LLC",subscription_trans,2,1
2026-05-10,"FLAGSTAR BANK, NATIONAL ASSOCIATION",first_trans,1,1
2026-05-10,"FLAGSTAR BANK, NATIONAL ASSOCIATION",token_trans,2,2
2026-05-10,FOUNDERS FEDERAL CREDIT UNION,subscription_trans,1,0
2026-05-10,FRONTIER CREDIT UNION,first_trans,1,1
2026-05-10,GENISYS CREDIT UNION,subscription_trans,1,0
2026-05-10,GLOBAL FEDERAL CREDIT UNION,first_trans,1,1
2026-05-10,GOLDEN PACIFIC BANK,other_trans,1,1
2026-05-10,GOLDEN PACIFIC BANK,subscription_trans,4,0
2026-05-10,GOLDMAN SACHS BANK USA,first_trans,3,3
2026-05-10,GOLDMAN SACHS BANK USA,other_trans,10,10
2026-05-10,GOLDMAN SACHS BANK USA,subscription_trans,2,2
2026-05-10,GOLDMAN SACHS BANK USA,token_trans,6,2
2026-05-10,GREEN DOT BANK,first_trans,1,1
2026-05-10,GREEN DOT BANK,subscription_trans,3,0
2026-05-10,GREEN DOT BANK DBA BONNEVILLE BANK,first_trans,5,4
2026-05-10,GREEN DOT BANK DBA BONNEVILLE BANK,other_trans,3,1
2026-05-10,GREEN DOT BANK DBA BONNEVILLE BANK,subscription_trans,8,1
2026-05-10,GREEN DOT BANK DBA BONNEVILLE BANK,token_trans,4,4
2026-05-10,GROW FINANCIAL FEDERAL CREDIT UNION,first_trans,1,1
2026-05-10,HARBORSTONE CREDIT UNION,token_trans,1,1
2026-05-10,HEREFORD TEXAS FEDERAL CREDIT UNION,subscription_trans,1,0
2026-05-10,HERITAGE FAMILY CREDIT UNION,subscription_trans,1,1
2026-05-10,HUNTINGTON NATIONAL BANK,first_trans,1,1
2026-05-10,HUNTINGTON NATIONAL BANK,subscription_trans,4,2
2026-05-10,HUNTINGTON NATIONAL BANK,token_trans,1,1
2026-05-10,"ICBA BANCARD, INC.",token_trans,5,0
2026-05-10,JACK HENRY & ASSOCIATES,first_trans,1,1
2026-05-10,JACK HENRY & ASSOCIATES,other_trans,2,2
2026-05-10,JD BANK,subscription_trans,1,0
2026-05-10,JPMORGAN CHASE BANK N.A.,first_trans,11,4
2026-05-10,JPMORGAN CHASE BANK N.A.,other_trans,4,4
2026-05-10,JPMORGAN CHASE BANK N.A.,subscription_trans,14,5
2026-05-10,JPMORGAN CHASE BANK N.A.,token_trans,43,39
2026-05-10,JPMORGAN CHASE BANK N.A. - DEBIT,first_trans,6,5
2026-05-10,JPMORGAN CHASE BANK N.A. - DEBIT,other_trans,1,1
2026-05-10,JPMORGAN CHASE BANK N.A. - DEBIT,subscription_trans,6,4
2026-05-10,JPMORGAN CHASE BANK N.A. - DEBIT,token_trans,20,13
2026-05-10,KALSEE CREDIT UNION,subscription_trans,1,1
2026-05-10,"KEMBA FINANCIAL CREDIT UNION, INC.",token_trans,3,0
2026-05-10,KEYBANK NATIONAL ASSOCIATION,other_trans,1,1
2026-05-10,KEYBANK NATIONAL ASSOCIATION,token_trans,6,6
2026-05-10,LEGACY NATIONAL BANK,token_trans,5,5
2026-05-10,LOCAL GOVERNMENT FEDERAL CREDIT UNION,subscription_trans,2,0
2026-05-10,M&T BANK,token_trans,1,1
2026-05-10,MAPS CREDIT UNION,subscription_trans,1,0
2026-05-10,MERRICK BANK CORPORATION,first_trans,1,1
2026-05-10,MERRICK BANK CORPORATION,subscription_trans,1,1
2026-05-10,MERRICK BANK CORPORATION,token_trans,6,6
2026-05-10,METROPOLITAN COMMERCIAL BANK,other_trans,9,3
2026-05-10,METROPOLITAN COMMERCIAL BANK,subscription_trans,1,0
2026-05-10,METROPOLITAN COMMERCIAL BANK,token_trans,7,2
2026-05-10,"MIDDLESEX FEDERAL SAVINGS, F.A.",first_trans,1,1
2026-05-10,"MIDDLESEX FEDERAL SAVINGS, F.A.",token_trans,2,0
2026-05-10,NAVY FEDERAL CREDIT UNION,first_trans,1,1
2026-05-10,NAVY FEDERAL CREDIT UNION,other_trans,7,3
2026-05-10,NAVY FEDERAL CREDIT UNION,subscription_trans,6,3
2026-05-10,NAVY FEDERAL CREDIT UNION,token_trans,23,15
2026-05-10,NECHES FEDERAL CREDIT UNION,subscription_trans,1,0
2026-05-10,NFCU,token_trans,3,3
2026-05-10,OPERATING ENGINEERS LOCAL #3 FEDERAL CREDIT UNION,token_trans,6,6
2026-05-10,PATELCO CREDIT UNION,token_trans,1,0
2026-05-10,"PATHWARD, N.A.",first_trans,4,3
2026-05-10,"PATHWARD, N.A.",other_trans,3,3
2026-05-10,"PATHWARD, N.A.",subscription_trans,6,0
2026-05-10,"PATHWARD, N.A.",token_trans,4,0
2026-05-10,"PATHWARD, NATIONAL ASSOCIATION",first_trans,6,5
2026-05-10,"PATHWARD, NATIONAL ASSOCIATION",other_trans,1,0
2026-05-10,"PATHWARD, NATIONAL ASSOCIATION",subscription_trans,3,0
2026-05-10,"PATHWARD, NATIONAL ASSOCIATION",token_trans,14,0
2026-05-10,PENTAGON FEDERAL CREDIT UNION,other_trans,1,1
2026-05-10,PEOPLES SECURITY BANK AND TRUST COMPANY,subscription_trans,1,0
2026-05-10,PINAL COUNTY FEDERAL CREDIT UNION,token_trans,10,10
2026-05-10,PINNACLE BANK,subscription_trans,1,1
2026-05-10,"PNC BANK, GLOBAL INVESTMENT SERVICING",token_trans,1,1
2026-05-10,"PNC BANK, NATIONAL ASSOCIATION",first_trans,1,1
2026-05-10,"PNC BANK, NATIONAL ASSOCIATION",subscription_trans,3,3
2026-05-10,"PNC BANK, NATIONAL ASSOCIATION",token_trans,4,3
2026-05-10,POPULAR BANK,first_trans,1,1
2026-05-10,POPULAR BANK,other_trans,1,1
2026-05-10,POPULAR BANK,token_trans,2,2
2026-05-10,RED CANOE CREDIT UNION,first_trans,1,1
2026-05-10,RED CANOE CREDIT UNION,token_trans,2,2
2026-05-10,REGIONS BANK,subscription_trans,1,1
2026-05-10,REPUBLIC BANK & TRUST COMPANY,subscription_trans,2,1
2026-05-10,ROCKFORD BELL CREDIT UNION,first_trans,2,0
2026-05-10,ROCKLAND TRUST COMPANY,token_trans,1,1
2026-05-10,SALEM FIVE CENTS SAVINGS BANK,token_trans,1,0
2026-05-10,"SANTANDER BANK, NA",other_trans,2,0
2026-05-10,SCHOOLSFIRST FEDERAL CREDIT UNION,subscription_trans,2,1
2026-05-10,SEACOAST NATIONAL BANK,token_trans,13,13
2026-05-10,SECURITY FEDERAL BANK,token_trans,1,1
2026-05-10,SERVICE FEDERAL CREDIT UNION,subscription_trans,1,0
2026-05-10,SERVICE FEDERAL CREDIT UNION,token_trans,2,2
2026-05-10,"SHAZAM, INC.",subscription_trans,1,0
2026-05-10,SHORE UNITED BANK,token_trans,2,1
2026-05-10,SIMMONS BANK,token_trans,8,8
2026-05-10,SOLARITY CREDIT UNION,subscription_trans,1,1
2026-05-10,"SOUTH STATE BANK, NATIONAL ASSOCIATION",token_trans,2,2
2026-05-10,STATE EMPLOYEES' CREDIT UNION,subscription_trans,1,0
2026-05-10,STATE EMPLOYEES' CREDIT UNION,token_trans,3,3
2026-05-10,"STRIDE BANK, NATIONAL ASSOCIATION",first_trans,5,3
2026-05-10,"STRIDE BANK, NATIONAL ASSOCIATION",other_trans,1,1
2026-05-10,"STRIDE BANK, NATIONAL ASSOCIATION",subscription_trans,12,1
2026-05-10,"STRIDE BANK, NATIONAL ASSOCIATION",token_trans,1,0
2026-05-10,SUMMIT CREDIT UNION,subscription_trans,1,0
2026-05-10,SUNCOAST CREDIT UNION,first_trans,1,1
2026-05-10,"SUNRISE BANKS, NATIONAL ASSOCIATION",first_trans,1,1
2026-05-10,"SUNRISE BANKS, NATIONAL ASSOCIATION",other_trans,1,1
2026-05-10,"SUNRISE BANKS, NATIONAL ASSOCIATION",token_trans,3,3
2026-05-10,SUTTON BANK,first_trans,22,18
2026-05-10,SUTTON BANK,other_trans,4,1
2026-05-10,SUTTON BANK,subscription_trans,9,2
2026-05-10,SUTTON BANK,token_trans,12,11
2026-05-10,SYNCHRONY BANK,subscription_trans,3,2
2026-05-10,SYNCHRONY BANK,token_trans,2,2
2026-05-10,"TBBK CARD SERVICES, INC.",other_trans,1,1
2026-05-10,"TD BANK USA, N.A.",first_trans,1,0
2026-05-10,"TD BANK USA, N.A.",subscription_trans,1,0
2026-05-10,"TD BANK, NATIONAL ASSOCIATION",first_trans,1,1
2026-05-10,"TD BANK, NATIONAL ASSOCIATION",subscription_trans,2,0
2026-05-10,"TD BANK, NATIONAL ASSOCIATION",token_trans,4,2
2026-05-10,TEACHERS FEDERAL CREDIT UNION,first_trans,3,0
2026-05-10,TECHNOLOGY CREDIT UNION,subscription_trans,1,0
2026-05-10,TEG FEDERAL CREDIT UNION,subscription_trans,1,0
2026-05-10,TELCO COMMUNITY CREDIT UNION,first_trans,2,1
2026-05-10,"TEXAS GULF BANK, NATIONAL ASSOCIATION",subscription_trans,1,1
2026-05-10,THE BANCORP BANK NATIONAL ASSOCIATION,first_trans,3,1
2026-05-10,THE BANCORP BANK NATIONAL ASSOCIATION,subscription_trans,2,1
2026-05-10,THE BANCORP BANK NATIONAL ASSOCIATION,token_trans,1,1
2026-05-10,"THE BANCORP BANK, NATIONAL ASSOCIATION",first_trans,7,5
2026-05-10,"THE BANCORP BANK, NATIONAL ASSOCIATION",subscription_trans,11,2
2026-05-10,"THE BANCORP BANK, NATIONAL ASSOCIATION",token_trans,6,5
2026-05-10,THE FIRST NATIONAL BANK OF QUITAQUE,subscription_trans,1,1
2026-05-10,THE GOLDEN 1 CREDIT UNION,first_trans,1,1
2026-05-10,THE MERCHANTS NATIONAL BANK,first_trans,1,0
2026-05-10,THE SOUTHERN CREDIT UNION,token_trans,17,17
2026-05-10,TOLLESON PRIVATE BANK,first_trans,1,1
2026-05-10,"TRANSPORTATION ALLIANCE BANK, INC. D/B/A TAB BANK",first_trans,2,2
2026-05-10,"TRANSPORTATION ALLIANCE BANK, INC. D/B/A TAB BANK",token_trans,3,3
2026-05-10,TRUE COMMUNITY CREDIT UNION,other_trans,1,0
2026-05-10,TRUE COMMUNITY CREDIT UNION,token_trans,1,1
2026-05-10,TRUIST BANK,first_trans,2,2
2026-05-10,TRUIST BANK,subscription_trans,2,0
2026-05-10,TRUIST BANK,token_trans,5,5
2026-05-10,TRUIST BANK - CREDIT,subscription_trans,1,0
2026-05-10,TRUIST BANK - CREDIT,token_trans,1,1
2026-05-10,U. S. EAGLE FEDERAL CREDIT UNION,subscription_trans,1,1
2026-05-10,U.S. BANK NATIONAL ASSOCIATION,first_trans,1,1
2026-05-10,U.S. BANK NATIONAL ASSOCIATION,subscription_trans,3,2
2026-05-10,U.S. BANK NATIONAL ASSOCIATION,token_trans,6,6
2026-05-10,U.S. BANK NATIONAL ASSOCIATION-CREDIT,first_trans,2,2
2026-05-10,U.S. BANK NATIONAL ASSOCIATION-CREDIT,subscription_trans,4,0
2026-05-10,U.S. BANK NATIONAL ASSOCIATION-CREDIT,token_trans,48,43
2026-05-10,"U.S. BANK, N.A.",subscription_trans,1,0
2026-05-10,UNION BANK AND TRUST COMPANY,token_trans,10,0
2026-05-10,UNITED FEDERAL CREDIT UNION,subscription_trans,1,0
2026-05-10,USAA FEDERAL SAVINGS BANK,token_trans,2,2
2026-05-10,USAA FEDERAL SAVINGS BANK - CREDIT,first_trans,1,1
2026-05-10,VALLEY STRONG CREDIT UNION,token_trans,1,1
2026-05-10,VANTAGE WEST CREDIT UNION,first_trans,1,1
2026-05-10,VANTAGE WEST CREDIT UNION,other_trans,2,2
2026-05-10,"VARO BANK, NATIONAL ASSOCIATION",subscription_trans,1,0
2026-05-10,VELOCITY COMMUNITY FEDERAL CREDIT UNION,subscription_trans,1,0
2026-05-10,VIBRANT CREDIT UNION,other_trans,1,1
2026-05-10,VIBRANT CREDIT UNION,subscription_trans,1,0
2026-05-10,VIRGINIA NATIONAL BANK,first_trans,1,0
2026-05-10,VYSTAR CREDIT UNION,token_trans,2,2
2026-05-10,WALTON COUNTY TEACHERS FEDERAL CREDIT UNION,other_trans,1,1
2026-05-10,WASHINGTON STATE EMPLOYEES CREDIT UNION,first_trans,2,1
2026-05-10,WEBBANK,other_trans,2,1
2026-05-10,WEBBANK,subscription_trans,1,1
2026-05-10,WEBBANK,token_trans,1,1
2026-05-10,"WELLS FARGO BANK, N.A.",first_trans,1,0
2026-05-10,"WELLS FARGO BANK, N.A.",subscription_trans,1,1
2026-05-10,"WELLS FARGO BANK, N.A.",token_trans,1,1
2026-05-10,"WELLS FARGO BANK, NATIONAL ASSOCIATION",first_trans,13,7
2026-05-10,"WELLS FARGO BANK, NATIONAL ASSOCIATION",other_trans,1,1
2026-05-10,"WELLS FARGO BANK, NATIONAL ASSOCIATION",subscription_trans,23,13
2026-05-10,"WELLS FARGO BANK, NATIONAL ASSOCIATION",token_trans,56,43
2026-05-10,"WESBANCO BANK, INC.",other_trans,1,1
2026-05-10,"WESBANCO BANK, INC.",subscription_trans,1,1
2026-05-10,WESCOM CENTRAL CREDIT UNION,token_trans,7,7
2026-05-10,"WILMINGTON SAVINGS FUND SOCIETY, FSB",token_trans,2,2
2026-05-10,WINDSOR FEDERAL SAVINGS AND LOAN ASSOCIATION,first_trans,1,1
2026-05-10,WOODFOREST NATIONAL BANK,subscription_trans,1,1
2026-05-10,WORTHINGTON BANK,subscription_trans,1,1
2026-05-10,Y-12 FEDERAL CREDIT UNION,subscription_trans,1,1
2026-05-11,AFFINITY FEDERAL CREDIT UNION,first_trans,1,1
2026-05-11,ALL IN FEDERAL CREDIT UNION,token_trans,2,2
2026-05-11,AMERICA FIRST FEDERAL CREDIT UNION,subscription_trans,1,1
2026-05-11,AMERICA'S FIRST FEDERAL CREDIT UNION,subscription_trans,1,0
2026-05-11,AMERICAN EXPRESS US CONSUMER,first_trans,3,1
2026-05-11,AMERICAN EXPRESS US CONSUMER,other_trans,3,3
2026-05-11,AMERICAN EXPRESS US CONSUMER,subscription_trans,3,2
2026-05-11,AMERICAN EXPRESS US CONSUMER,token_trans,117,95
2026-05-11,AMERIS BANK,subscription_trans,1,0
2026-05-11,ATLANTIC UNION BANK,subscription_trans,1,1
2026-05-11,"ATOMIC CREDIT UNION, INC.",token_trans,1,1
2026-05-11,"BANCORP BANK, THE",first_trans,1,1
2026-05-11,"BANCORP BANK, THE",subscription_trans,2,0
2026-05-11,BANK OF AMERICA - COMMERCIAL CREDIT,subscription_trans,1,0
2026-05-11,BANK OF AMERICA - CONSUMER CREDIT,first_trans,2,2
2026-05-11,BANK OF AMERICA - CONSUMER CREDIT,other_trans,2,2
2026-05-11,BANK OF AMERICA - CONSUMER CREDIT,subscription_trans,2,1
2026-05-11,BANK OF AMERICA - CONSUMER CREDIT,token_trans,47,46
2026-05-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",first_trans,6,5
2026-05-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",other_trans,6,2
2026-05-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",subscription_trans,12,6
2026-05-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",token_trans,27,25
2026-05-11,"BANK OF MISSOURI, THE",first_trans,1,0
2026-05-11,BANK OF PERRY COUNTY,token_trans,1,1
2026-05-11,BANK OZK,token_trans,2,2
2026-05-11,BANKERS' BANK OF THE WEST,first_trans,1,1
2026-05-11,BARCLAYS BANK DELAWARE,first_trans,1,1
2026-05-11,BARCLAYS BANK DELAWARE,subscription_trans,1,1
2026-05-11,BARCLAYS BANK DELAWARE,token_trans,13,13
2026-05-11,BAXTER CREDIT UNION,subscription_trans,1,1
2026-05-11,BAYPORT CREDIT UNION,token_trans,1,1
2026-05-11,BELLCO CREDIT UNION,first_trans,4,0
2026-05-11,BLUE SKY BANK,other_trans,3,3
2026-05-11,BLUE SKY BANK,token_trans,1,1
2026-05-11,BMO BANK NATIONAL ASSOCIATION,token_trans,1,1
2026-05-11,"BOKF, NATIONAL ASSOCIATION",token_trans,1,1
2026-05-11,BRANCH BANKING AND TRUST COMPANY,subscription_trans,1,1
2026-05-11,"BREMER BANK, N.A.",first_trans,1,1
2026-05-11,"BREMER BANK, N.A.",subscription_trans,1,0
2026-05-11,BROADVIEW FEDERAL CREDIT UNION,token_trans,1,1
2026-05-11,CALIFORNIA FEDERAL BANK,first_trans,1,1
2026-05-11,CAMPUS USA CREDIT UNION,token_trans,7,7
2026-05-11,CANVAS CREDIT UNION,token_trans,1,1
2026-05-11,"CAPITAL ONE, NATIONAL ASSOCIATION",first_trans,3,3
2026-05-11,"CAPITAL ONE, NATIONAL ASSOCIATION",other_trans,6,6
2026-05-11,"CAPITAL ONE, NATIONAL ASSOCIATION",subscription_trans,10,9
2026-05-11,"CAPITAL ONE, NATIONAL ASSOCIATION",token_trans,67,66
2026-05-11,CARD SERVICES FOR CREDIT UNIONS,first_trans,3,1
2026-05-11,CARD SERVICES FOR CREDIT UNIONS,other_trans,1,0
2026-05-11,CARD SERVICES FOR CREDIT UNIONS,subscription_trans,2,0
2026-05-11,CARD SERVICES FOR CREDIT UNIONS,token_trans,5,1
2026-05-11,CBW BANK,first_trans,1,0
2026-05-11,CENTRA CREDIT UNION,token_trans,3,3
2026-05-11,CENTRAL PACIFIC BANK,first_trans,1,0
2026-05-11,CENTRAL PACIFIC BANK,other_trans,1,1
2026-05-11,CENTRAL PACIFIC BANK,token_trans,1,1
2026-05-11,"CHASE BANK USA, N.A.",token_trans,2,1
2026-05-11,CHOICE FINANCIAL GROUP,subscription_trans,1,0
2026-05-11,CITIBANK N.A.,other_trans,1,1
2026-05-11,CITIBANK N.A.,subscription_trans,8,4
2026-05-11,CITIBANK N.A.,token_trans,15,9
2026-05-11,"CITIBANK, N.A.- COSTCO",subscription_trans,2,2
2026-05-11,"CITIBANK, N.A.- COSTCO",token_trans,4,3
2026-05-11,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",token_trans,16,1
2026-05-11,"CITIZENS BANK, N.A.",first_trans,1,0
2026-05-11,"CITIZENS BANK, N.A.",other_trans,3,1
2026-05-11,"CITIZENS BANK, N.A.",subscription_trans,2,1
2026-05-11,"CITIZENS BANK, N.A.",token_trans,1,1
2026-05-11,"CNB BANK AND TRUST, N.A.",subscription_trans,1,1
2026-05-11,COASTAL COMMUNITY BANK,first_trans,1,1
2026-05-11,COASTAL COMMUNITY BANK,subscription_trans,2,2
2026-05-11,COASTAL COMMUNITY BANK,token_trans,1,1
2026-05-11,COLUMBIA BANK,subscription_trans,1,1
2026-05-11,COMENITY CAPITAL BANK,subscription_trans,1,1
2026-05-11,COMENITY CAPITAL BANK,token_trans,8,8
2026-05-11,COMERICA BANK,first_trans,1,1
2026-05-11,COMMUNITY 1ST CREDIT UNION,subscription_trans,1,0
2026-05-11,COMMUNITY CHOICE CREDIT UNION,token_trans,1,1
2026-05-11,COMMUNITY CREDIT UNION,subscription_trans,1,1
2026-05-11,COMMUNITY FEDERAL SAVINGS BANK,first_trans,2,0
2026-05-11,COMMUNITY FEDERAL SAVINGS BANK,other_trans,2,2
2026-05-11,COMMUNITY NATIONAL BANK,first_trans,3,1
2026-05-11,"COMPUTER SERVICES, INC.",first_trans,3,3
2026-05-11,"COMPUTER SERVICES, INC.",other_trans,3,3
2026-05-11,"COMPUTER SERVICES, INC.",subscription_trans,1,0
2026-05-11,COREFIRST BANK & TRUST,other_trans,1,0
2026-05-11,CREDIT ONE BANK,subscription_trans,1,1
2026-05-11,CREDIT ONE BANK,token_trans,2,1
2026-05-11,"CREDIT ONE BANK, NATIONAL ASSOCIATION",other_trans,2,0
2026-05-11,"CREDIT ONE BANK, NATIONAL ASSOCIATION",subscription_trans,2,1
2026-05-11,"CREDIT ONE BANK, NATIONAL ASSOCIATION",token_trans,4,4
2026-05-11,CREDIT UNION 1,first_trans,5,1
2026-05-11,CREDIT UNION 1,token_trans,2,2
2026-05-11,"CREDIT UNION OF SOUTHERN CALIFORNIA, A FEDERAL CREDIT UNION",subscription_trans,1,0
2026-05-11,CROSS RIVER BANK,first_trans,1,0
2026-05-11,CROSS RIVER BANK,subscription_trans,1,1
2026-05-11,CU COOPERATIVE SYSTEMS,subscription_trans,1,1
2026-05-11,"DAY AIR CREDIT UNION, INC.",subscription_trans,1,1
2026-05-11,DISCOVER ISSUER,first_trans,2,1
2026-05-11,DISCOVER ISSUER,other_trans,1,1
2026-05-11,DISCOVER ISSUER,subscription_trans,10,6
2026-05-11,DISCOVER ISSUER,token_trans,51,29
2026-05-11,EAGLE ONE FEDERAL CREDIT UNION,other_trans,3,0
2026-05-11,EASTERN BANK,subscription_trans,1,1
2026-05-11,EVOLVE BANK & TRUST,first_trans,1,1
2026-05-11,EVOLVE BANK & TRUST,token_trans,1,0
2026-05-11,FARMERS STATE BANK,token_trans,1,1
2026-05-11,"FIDELITY INFORMATION SERVICES, INC.",other_trans,1,1
2026-05-11,"FIDELITY INFORMATION SERVICES, INC.",subscription_trans,1,0
2026-05-11,FIFTH THIRD BANK,token_trans,2,2
2026-05-11,"FIFTH THIRD BANK, THE",subscription_trans,1,1
2026-05-11,"FIFTH THIRD BANK, THE",token_trans,3,3
2026-05-11,FIFTH THIRD MB FINANCIAL,first_trans,1,0
2026-05-11,FIRST BANK & TRUST,token_trans,1,0
2026-05-11,FIRST BANK AND TRUST,other_trans,2,1
2026-05-11,FIRST BANK AND TRUST,token_trans,1,1
2026-05-11,FIRST COMMONWEALTH FEDERAL CREDIT UNION,other_trans,2,1
2026-05-11,FIRST FOUNDATION BANK,first_trans,1,1
2026-05-11,FIRST HARRISON BANK,first_trans,1,0
2026-05-11,FIRST HORIZON,first_trans,1,1
2026-05-11,FIRST HORIZON BANK,subscription_trans,1,0
2026-05-11,FIRST NATIONAL BANK OF GILMER,other_trans,1,1
2026-05-11,FIRST NATIONAL BANK OF OMAHA,subscription_trans,2,2
2026-05-11,FIRST NATIONAL BANK OF OMAHA,token_trans,7,6
2026-05-11,FIRST NATIONAL BANK TEXAS,first_trans,5,0
2026-05-11,FIRST PREMIER BANK,subscription_trans,1,0
2026-05-11,FIRST SECURITY BANK,other_trans,1,1
2026-05-11,FIRST STATE BANK AND TRUST COMPANY,first_trans,2,0
2026-05-11,FIRSTBANK,token_trans,13,10
2026-05-11,"FISERV SOLUTIONS, LLC",first_trans,2,1
2026-05-11,"FISERV SOLUTIONS, LLC",token_trans,3,1
2026-05-11,FORUM CREDIT UNION,token_trans,2,1
2026-05-11,"FULTON BANK, NATIONAL ASSOCIATION",subscription_trans,1,0
2026-05-11,GOLDEN PACIFIC BANK,first_trans,1,0
2026-05-11,GOLDEN PACIFIC BANK,other_trans,1,1
2026-05-11,GOLDEN PACIFIC BANK,token_trans,2,2
2026-05-11,GOLDMAN SACHS BANK USA,first_trans,5,4
2026-05-11,GOLDMAN SACHS BANK USA,other_trans,12,12
2026-05-11,GOLDMAN SACHS BANK USA,token_trans,8,6
2026-05-11,GREEN DOT BANK,first_trans,1,0
2026-05-11,GREEN DOT BANK,subscription_trans,1,0
2026-05-11,GREEN DOT BANK,token_trans,1,1
2026-05-11,GREEN DOT BANK DBA BONNEVILLE BANK,first_trans,5,4
2026-05-11,GREEN DOT BANK DBA BONNEVILLE BANK,other_trans,5,3
2026-05-11,GREEN DOT BANK DBA BONNEVILLE BANK,subscription_trans,3,0
2026-05-11,GREEN DOT BANK DBA BONNEVILLE BANK,token_trans,1,1
2026-05-11,HAPO COMMUNITY CREDIT UNION,subscription_trans,1,0
2026-05-11,HENDERSON STATE BANK,token_trans,1,1
2026-05-11,HUNTINGTON NATIONAL BANK,subscription_trans,1,0
2026-05-11,HUNTINGTON NATIONAL BANK,token_trans,2,2
2026-05-11,"ICBA BANCARD, INC.",first_trans,1,1
2026-05-11,"ICBA BANCARD, INC.",token_trans,8,1
2026-05-11,IDAHO CENTRAL CREDIT UNION,subscription_trans,1,1
2026-05-11,IDAHO CENTRAL CREDIT UNION,token_trans,1,1
2026-05-11,JPMORGAN CHASE BANK N.A.,first_trans,4,3
2026-05-11,JPMORGAN CHASE BANK N.A.,other_trans,1,1
2026-05-11,JPMORGAN CHASE BANK N.A.,subscription_trans,14,9
2026-05-11,JPMORGAN CHASE BANK N.A.,token_trans,29,28
2026-05-11,JPMORGAN CHASE BANK N.A. - DEBIT,first_trans,7,4
2026-05-11,JPMORGAN CHASE BANK N.A. - DEBIT,other_trans,1,1
2026-05-11,JPMORGAN CHASE BANK N.A. - DEBIT,subscription_trans,15,6
2026-05-11,JPMORGAN CHASE BANK N.A. - DEBIT,token_trans,29,21
2026-05-11,"KEMBA FINANCIAL CREDIT UNION, INC.",token_trans,1,0
2026-05-11,KEYBANK NATIONAL ASSOCIATION,token_trans,11,11
2026-05-11,LAKE MICHIGAN CREDIT UNION,other_trans,3,3
2026-05-11,LAKE MICHIGAN CREDIT UNION,token_trans,1,0
2026-05-11,"LEADER BANK, NATIONAL ASSOCIATION",subscription_trans,1,1
2026-05-11,LIMESTONE FEDERAL CREDIT UNION,subscription_trans,1,1
2026-05-11,LOCAL GOVERNMENT FEDERAL CREDIT UNION,first_trans,3,2
2026-05-11,M&T BANK,token_trans,1,1
2026-05-11,MAPS CREDIT UNION,subscription_trans,1,0
2026-05-11,MECHANICS BANK,subscription_trans,1,1
2026-05-11,MECHANICS BANK,token_trans,1,1
2026-05-11,MEMBERS 1ST FEDERAL CREDIT UNION,subscription_trans,1,0
2026-05-11,MERRICK BANK CORPORATION,first_trans,1,1
2026-05-11,MERRICK BANK CORPORATION,subscription_trans,1,1
2026-05-11,MERRICK BANK CORPORATION,token_trans,1,0
2026-05-11,METROPOLITAN COMMERCIAL BANK,other_trans,1,1
2026-05-11,METROPOLITAN COMMERCIAL BANK,subscription_trans,1,0
2026-05-11,"MIDDLEFIELD BANKING COMPANY, THE",subscription_trans,1,0
2026-05-11,MUTUAL FEDERAL CREDIT UNION,first_trans,1,0
2026-05-11,NASA FEDERAL CREDIT UNION,token_trans,2,0
2026-05-11,NAVY FEDERAL CREDIT UNION,subscription_trans,4,1
2026-05-11,NAVY FEDERAL CREDIT UNION,token_trans,7,6
2026-05-11,NFCU,token_trans,1,1
2026-05-11,OMEGA FEDERAL CREDIT UNION,subscription_trans,1,0
2026-05-11,ONE COMMUNITY BANK,other_trans,1,0
2026-05-11,OPERATING ENGINEERS LOCAL #3 FEDERAL CREDIT UNION,token_trans,1,1
2026-05-11,"PATHWARD, N.A.",first_trans,3,3
2026-05-11,"PATHWARD, N.A.",other_trans,2,2
2026-05-11,"PATHWARD, N.A.",subscription_trans,1,0
2026-05-11,"PATHWARD, N.A.",token_trans,1,1
2026-05-11,"PATHWARD, NATIONAL ASSOCIATION",first_trans,1,0
